id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match
517,2016,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,0,2,MS Dhoni
518,2016,Kolkata,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,2,Virat Kohli
519,2016,Mumbai,Wankhede Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Mumbai Indians,7,0,Hardik Pandya
520,2016,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,0,7,Rishabh Pant
521,2016,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,3,Pat Cummins
522,2016,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,0,8,Nicholas Pooran
523,2016,Kolkata,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,85,0,AB de Villiers
524,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,0,6,Chris Gayle
525,2016,Mumbai,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,0,4,Hardik Pandya
526,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Punjab Kings,0,9,Mayank Agarwal
527,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,12,0,Ben Stokes
528,2016,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kolkata Knight Riders,0,7,Pat Cummins
529,2016,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,8,Hardik Pandya
530,2016,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,2,0,Hardik Pandya
531,2016,Mumbai,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,34,0,Kieron Pollard
532,2016,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,50,0,Sunil Narine
533,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,44,0,KL Rahul
534,2016,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,8,0,Faf du Plessis
535,2016,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,0,2,Mohammed Shami
536,2016,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,0,4,Mohammed Shami
537,2016,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,16,0,Kieron Pollard
538,2016,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,19,0,Ambati Rayudu
539,2016,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,25,0,Dinesh Karthik
540,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,bat,Delhi Capitals,0,7,Rishabh Pant
541,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,0,7,Prithvi Shaw
542,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,9,Bhuvneshwar Kumar
543,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,0,3,Chris Gayle
544,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bangalore,0,7,Mohammed Siraj
545,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,0,3,Anrich Nortje
546,2017,Mumbai,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,24,0,Suryakumar Yadav
547,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,12,0,Ambati Rayudu
548,2017,Mumbai,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Mumbai Indians,0,9,Jasprit Bumrah
549,2017,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,0,9,Ben Stokes
550,2017,Mumbai,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,Punjab Kings,10,0,Mohammed Shami
551,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Kolkata Knight Riders,0,3,Pat Cummins
552,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,53,0,Deepak Chahar
553,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,bat,Punjab Kings,7,0,Chris Gayle
554,2017,Mumbai,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Mumbai Indians,0,1,Kieron Pollard
555,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,0,3,Axar Patel
556,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,0,6,MS Dhoni
557,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,19,0,Sunil Narine
558,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,bat,Punjab Kings,51,0,Mohammed Shami
559,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Sunrisers Hyderabad,0,2,Rashid Khan
560,2017,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Rajasthan Royals,0,8,Trent Boult
561,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,14,0,Rohit Sharma
562,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,0,2,Mohammed Shami
563,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Kolkata Knight Riders,0,8,Andre Russell
564,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,5,0,Bhuvneshwar Kumar
565,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,0,7,Deepak Chahar
566,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,0,1,Jonny Bairstow
567,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,0,8,Faf du Plessis
568,2017,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Kolkata Knight Riders,4,0,Sunil Narine
569,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,73,0,Glenn Maxwell
570,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,15,0,Jonny Bairstow
571,2017,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,11,0,Prithvi Shaw
572,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,19,0,Venkatesh Iyer
573,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,0,8,Ambati Rayudu
574,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,0,6,Faf du Plessis
575,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,38,0,AB de Villiers
576,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,4,0,Bhuvneshwar Kumar
577,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,43,0,Virat Kohli
578,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,1,0,Ravindra Jadeja
579,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,16,0,Rashid Khan
580,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,0,5,Ravindra Jadeja
581,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad,0,7,Jonny Bairstow
582,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,7,Suryakumar Yadav
583,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,0,7,Andre Russell
584,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,76,0,Jonny Bairstow
585,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,10,0,AB de Villiers
586,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,Royal Challengers Bangalore,0,5,Virat Kohli
587,2017,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,30,0,Rashid Khan
588,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Punjab Kings,52,0,KL Rahul
589,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,0,2,David Warner
590,2017,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,0,1,Anrich Nortje
591,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,0,3,Sunil Narine
592,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore,0,2,Glenn Maxwell
593,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,1,Rashid Khan
594,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,0,3,Rohit Sharma
595,2017,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,0,2,Suryakumar Yadav
596,2017,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,17,0,Pat Cummins
597,2017,Kolkata,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,15,0,Ben Stokes
598,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,bat,Punjab Kings,9,0,Mayank Agarwal
599,2017,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,0,8,Ravindra Jadeja
600,2017,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,0,9,Trent Boult
601,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,52,0,Kieron Pollard
602,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,3,Deepak Chahar
603,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,0,1,Sunil Narine
604,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,32,0,Suryakumar Yadav
605,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,0,9,Glenn Maxwell
606,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,47,0,Jos Buttler
607,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,14,0,David Warner
608,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,8,0,Mayank Agarwal
609,2018,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,0,9,Ravindra Jadeja
610,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Rajasthan Royals,0,3,Sanju Samson
611,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Punjab Kings,0,2,Chris Gayle
612,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,5,0,Kieron Pollard
613,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,28,0,Anrich Nortje
614,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,18,0,Ambati Rayudu
615,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,26,0,Andre Russell
616,2018,Kolkata,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,5,0,Mohammed Siraj
617,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,0,6,David Warner
618,2018,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,0,1,Rashid Khan
619,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,0,6,Prithvi Shaw
620,2018,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,42,0,Deepak Chahar
621,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,8,0,Yuzvendra Chahal
622,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,6,0,Sunil Narine
623,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,5,Sanju Samson
624,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,0,9,Andre Russell
625,2018,Kolkata,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,4,Sunil Narine
626,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Punjab Kings,74,0,Chris Gayle
627,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,26,0,Sunil Narine
628,2018,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,0,8,MS Dhoni
629,2018,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,48,0,Rashid Khan
630,2018,Kolkata,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,9,Sanju Samson
631,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,0,9,Sanju Samson
632,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,Punjab Kings,70,0,Mohammed Shami
633,2018,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,5,AB de Villiers
634,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,2,0,Mohammed Shami
635,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,17,0,Shubman Gill
636,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,89,0,Chris Gayle
637,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,26,0,Sunil Narine
638,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,0,9,Trent Boult
639,2018,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,7,0,Jonny Bairstow
640,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,4,0,Suryakumar Yadav
641,2018,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,0,6,Chris Gayle
642,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Delhi Capitals,0,9,David Warner
643,2018,Kolkata,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,2,Yuzvendra Chahal
644,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,72,0,Jos Buttler
645,2018,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,0,6,Kane Williamson
646,2018,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,5,0,Rashid Khan
647,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,41,0,Axar Patel
648,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,0,3,Jasprit Bumrah
649,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,0,7,Rohit Sharma
650,2018,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,4,0,Suryakumar Yadav
651,2018,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,74,0,Sunil Narine
652,2018,Kolkata,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,Mohammed Siraj
653,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,bat,Delhi Capitals,0,8,David Warner
654,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,2,0,Jos Buttler
655,2018,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,29,0,Ravindra Jadeja
656,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,18,0,Anrich Nortje
657,2018,Mumbai,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,47,0,Hardik Pandya
658,2018,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,33,0,Axar Patel
659,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,31,0,Yuzvendra Chahal
660,2018,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,16,0,Ravindra Jadeja
661,2019,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,3,AB de Villiers
662,2019,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,1,Suryakumar Yadav
663,2019,Kolkata,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,5,0,Glenn Maxwell
664,2019,Kolkata,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,0,8,Virat Kohli
665,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,1,Mohammed Siraj
666,2019,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,8,Kieron Pollard
667,2019,Kolkata,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,113,0,Virat Kohli
668,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,0,2,Pat Cummins
669,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,31,0,Andre Russell
670,2019,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,12,0,MS Dhoni
671,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,0,2,Shubman Gill
672,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,0,2,Chris Gayle
673,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,0,1,Andre Russell
674,2019,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,0,9,Chris Gayle
675,2019,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,12,0,Ben Stokes
676,2019,Kolkata,Eden Gardens,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,Glenn Maxwell
677,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,8,0,Faf du Plessis
678,2019,Kolkata,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,8,Glenn Maxwell
679,2019,Mumbai,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,11,0,Trent Boult
680,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,0,3,Venkatesh Iyer
681,2019,Bangalore,Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,18,0,David Warner
682,2019,Chennai,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,2,0,MS Dhoni
683,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,1,0,Mohammed Shami
684,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Punjab Kings,0,4,KL Rahul
685,2019,Chandigarh,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,0,7,Nicholas Pooran
686,2019,Hyderabad,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,2,Bhuvneshwar Kumar
687,2019,Delhi,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,73,0,Venkatesh Iyer
688,2019,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,2,0,Jos Buttler
